business_id,business_city,business_latitude,business_longitude,business_name,business_review_count,business_stars,business_state,business_Take-out,business_Alcohol,business_NoiseLevel,business_Attire,business_Delivery,business_HasTV,business_TakesReservations,business_WheelchairAccessible,business_WaiterService,business_AcceptsCreditCards,business_GoodforKids,business_GoodForGroups,business_PriceRange,business_categories,zip
ta0sLqkG-cNbXZpA358YeQ,Charlotte,35.1596107023,-80.8767139511,Bill Spoon's Barbecue,84,4.0,NC,True,none,average,casual,True,False,True,True,True,True,True,True,1.0,"[Barbeque, Restaurants]",28217
8OhcZBu7ngRYbg8r7FZfTA,Charlotte,35.189003,-80.89231,Pressley Park Restaurant,14,3.0,NC,True,none,average,casual,True,True,False,,True,True,True,True,1.0,"[Breakfast & Brunch, American (Traditional), Restaurants]",28217
82pWLAlsrdpKu8tVS2yJKw,Charlotte,35.195329,-80.877023,Bedder Bedder & Moore,28,3.5,NC,True,none,quiet,casual,True,True,False,True,True,True,True,False,1.0,"[Delis, Restaurants, Event Planning & Services, Caterers]",28217
ML9rg--hiOf0nlzyVBL9Rg,Charlotte,35.136861,-80.903733,Jack in the Box,15,3.0,NC,True,none,average,casual,False,True,False,,False,True,True,True,1.0,[Restaurants],28217
Exw4BT6b3d-cfjZqx9H1RA,Charlotte,35.177752,-80.877699,Kentucky Fried Chicken,3,2.5,NC,True,,,casual,False,,False,,,True,True,False,,"[Fast Food, Restaurants]",28217
rdJAWaAlUbXJfSEdUPKsCQ,Charlotte,35.1795436442,-80.8807193488,Tryon House Restaurant,35,4.0,NC,True,beer_and_wine,quiet,casual,False,True,False,True,True,True,True,True,1.0,"[Southern, Diners, Restaurants]",28217
qsG9IodmHIq9NEXMpfLmqg,Charlotte,35.160745,-80.875674,The Clock Restaurant,4,3.0,NC,True,none,average,casual,False,,False,,False,,True,True,1.0,"[American (Traditional), Restaurants]",28217
SyZW-aiN4fHpH18-17mvRA,Charlotte,35.133849,-80.893405,Big Apple Deli & Restaurant,8,3.5,NC,True,,average,casual,False,True,False,,False,True,True,True,1.0,[Restaurants],28217
_VpP18kVhdR9petT8w-cuA,Charlotte,35.1742701,-80.8756801,Domino's Pizza,4,4.0,NC,,,,casual,True,,False,,,True,True,True,2.0,"[Sandwiches, Pizza, Chicken Wings, Restaurants]",28217
EPE3OL8nOMQF-TaKo5H1hw,Charlotte,35.180592,-80.87991,Basil's Restaurant,7,3.0,NC,True,none,quiet,casual,False,True,False,,True,,True,True,1.0,"[American (New), Restaurants]",28217
lpomaa_on7jhU-lG4GxpMg,Charlotte,35.1662531,-80.875921,Saigon Palace,110,4.0,NC,True,beer_and_wine,average,casual,False,False,True,True,True,True,True,True,2.0,"[Vietnamese, Restaurants]",28217
4kTmiAMs0OnXVLI5_OJfTg,Charlotte,35.180122,-80.89066,Omaha Steak House,16,3.0,NC,True,full_bar,quiet,casual,False,True,True,True,True,True,True,True,2.0,"[Steakhouses, Restaurants]",28217
2uJNnNYUv23qcnpBg4Wy5A,Charlotte,35.139429,-80.8760439,Taqueria Mexico,45,4.0,NC,True,beer_and_wine,average,casual,False,True,False,True,True,True,True,True,1.0,"[Mexican, Restaurants]",28217
6LoNRotewF81fxka6L_8Jw,Charlotte,35.1758540514,-80.8777684297,Firehouse Subs,19,3.5,NC,True,none,average,casual,False,True,False,True,False,True,True,True,1.0,"[Delis, Fast Food, Sandwiches, Restaurants]",28217
-mOOxacLlVpWOmIq9lvJHw,Charlotte,35.1377434,-80.8781279,China Wing,30,4.0,NC,True,none,quiet,casual,False,True,False,True,True,True,True,True,2.0,"[Korean, Chinese, Restaurants]",28217
330OW1waJYEv7CXgcSwLSQ,Charlotte,35.155407,-80.875309,Jaipur Indian Restaurant,57,3.5,NC,True,beer_and_wine,quiet,casual,True,False,False,True,True,True,True,True,2.0,"[Indian, Restaurants]",28217
i0rx72IqWuGOyWadGjRLVg,Charlotte,35.1499036272,-80.9262875022,La'Wan's Soul Food Restaurant,58,4.0,NC,True,none,average,casual,False,False,False,True,True,True,True,True,2.0,"[Soul Food, Southern, Restaurants]",28217
kCw3HUGCutOiDaBmFWYDbg,Charlotte,35.142916,-80.906798,Cafe On Red Oak,8,4.0,NC,True,none,average,casual,True,True,False,,False,True,True,True,1.0,"[American (Traditional), Restaurants]",28217
64ye6OoF_PsyCSQGspE_3g,Charlotte,35.21051,-80.690262,China Fun,10,4.0,NC,True,none,loud,casual,True,False,False,,False,True,True,False,1.0,"[Chinese, Restaurants]",28227
DEm8HwHCiXk-FlJSXRTvLA,Charlotte,35.203013,-80.722619,Burger King,5,2.0,NC,True,none,,casual,False,,False,,False,True,True,True,1.0,"[Burgers, Restaurants]",28227
vcTQNi3qj2tSWOe6Fv2XsA,Charlotte,35.163253,-80.741246,Whooli's Grill,17,4.0,NC,True,beer_and_wine,average,casual,False,True,False,True,True,True,True,True,1.0,"[Sandwiches, Chicken Wings, Restaurants]",28227
Pa1dew9FR3xJiEvPIRC2Rw,Charlotte,35.161233,-80.739185,K & W Cafeteria,11,3.5,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Cafes, Restaurants]",28227
o6gRYTRJwZQXQIYfGNJQAw,Charlotte,35.1632052,-80.738059,Jersey Mike's Subs,5,3.0,NC,True,none,average,casual,False,True,False,,False,True,True,True,1.0,"[Delis, Fast Food, Sandwiches, Restaurants]",28227
zMdehlbUF2FqJSqarOsi8A,Charlotte,35.211106,-80.69093,Chick-Fil-A,5,4.5,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Fast Food, Restaurants]",28227
jo2b2ETniWU9SIu_1OuaHA,Charlotte,35.1877937,-80.6908861,KFC,3,2.5,NC,,,average,,False,False,,,False,,,,,"[Fast Food, Chicken Wings, Restaurants]",28227
gorJWcHdUVAhiJcuAJOIXA,Charlotte,35.16117,-80.7399631,Empress of China II,5,2.5,NC,True,,loud,casual,False,True,False,,False,True,True,True,1.0,"[Chinese, Restaurants]",28227
kZUrKA0yVVTTTgIGvyY1hw,Charlotte,35.221572,-80.723541,Aggie's Ice Cream & Grill,8,3.0,NC,True,none,average,casual,False,False,False,,True,True,True,True,1.0,"[Diners, Restaurants]",28227
23xfK-M76sWaAGgIwy5wPA,Charlotte,35.203477,-80.7216047,Woodlands,103,4.0,NC,True,beer_and_wine,quiet,casual,False,False,True,True,True,True,True,True,2.0,"[Vegetarian, Indian, Restaurants]",28227
DKhCFh-eJV-kDjRVj0491g,Charlotte,35.1862378,-80.6879768,Hop Feng 2,9,3.5,NC,True,none,quiet,casual,False,False,False,,False,True,True,False,2.0,"[Chinese, Restaurants]",28227
ptJU2je54RnziO4bfS5ORg,Charlotte,35.147172,-80.725712,Chilis,17,2.5,NC,True,full_bar,loud,casual,False,True,False,,True,True,True,True,2.0,"[American (Traditional), Restaurants]",28227
8aYjRL3Q6G9iJWH75mcTeQ,Charlotte,35.3431318,-80.7687321,Subway,6,3.0,NC,True,none,quiet,casual,False,False,False,,,True,True,True,1.0,"[Fast Food, Sandwiches, Restaurants]",28269
Ac-Y4OG9TKCzh2LxIoQaug,Charlotte,35.3431318,-80.7687321,Golden Coast 2,3,3.5,NC,True,none,,casual,True,,False,,,True,,False,2.0,[Restaurants],28269
z9qPKK_g_zujxZBslGBYIw,Charlotte,35.30858,-80.8440959,McDonald's,3,1.5,NC,True,,,casual,False,False,False,,,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28269
crizYT9R8Rt69NMtHUUWGA,Charlotte,35.333765,-80.793683,Wendy's,4,2.0,NC,True,none,quiet,casual,False,False,False,,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28269
PBToP8q81MezfE7LfJzEgA,Charlotte,35.3337069,-80.7951329,Pizza Hut,8,1.0,NC,True,,quiet,,True,,False,False,False,True,True,True,1.0,"[Italian, Pizza, Chicken Wings, Restaurants]",28269
VCDl24n2Bx6yHSWrfHiMiw,Charlotte,35.341053,-80.8345464,Waffle House,10,3.5,NC,True,,very_loud,casual,False,False,False,,,True,True,True,1.0,"[Breakfast & Brunch, Restaurants]",28269
2HRwlEmWi-WcLh9uVQ1fsg,Charlotte,35.3078791,-80.8439304,Hardee's,6,3.5,NC,True,none,quiet,casual,False,False,False,,True,True,True,True,1.0,"[Burgers, Hot Dogs, Restaurants]",28269
IrTmU9AVHZ8fyYS7qu9QWQ,Charlotte,35.3349649,-80.794672,Lotus Chinese Cuisine,11,3.0,NC,True,none,average,casual,True,False,False,True,False,True,True,True,1.0,"[Chinese, Restaurants]",28269
QPRCns3TDah097cQbE6wlg,Charlotte,35.347673,-80.842195,Bob Evans,11,3.0,NC,True,none,quiet,formal,False,False,False,False,True,True,True,True,1.0,"[Breakfast & Brunch, American (Traditional), Restaurants]",28269
E_Fa3vrMxivj92_WIyVy6g,Charlotte,35.348357,-80.844233,Arby's,3,4.5,NC,True,,,casual,False,False,False,,,True,True,True,1.0,"[American (New), Restaurants]",28269
ZWi7jD_5p4JtAZvYsTIPXQ,Charlotte,35.306559,-80.840372,Pagoda Chinese Restaurant,6,3.0,NC,True,none,average,casual,False,True,False,,False,True,True,False,1.0,"[Chinese, Restaurants]",28269
nEVMCVSVbgtCpCDaZWRwiw,Charlotte,35.380887,-80.762916,Highland Creek Golf Club,7,3.0,NC,,,,,,,,,,,True,,,"[Bars, Golf, Comfort Food, Nightlife, Active Life, Sports Bars, Restaurants]",28269
2XTcAcbJ7O0LKjUBto726A,Charlotte,35.3337519,-80.797556,McDonald's,4,2.0,NC,True,none,average,casual,False,True,False,,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28269
lKrlSZON-EK41iiIKruDCw,Charlotte,35.333953,-80.79197,Jason's Deli,17,4.0,NC,True,none,average,casual,True,True,False,,False,True,True,True,2.0,"[Delis, Restaurants]",28269
UaqG2RIaDRj1A4ZHZYn1_w,Charlotte,35.34807,-80.843388,Jack-In-the-Box,8,4.5,NC,True,none,average,casual,False,False,False,,False,True,True,True,1.0,"[Fast Food, Restaurants]",28269
L-eohqlSFT2eWxR8JLY0Og,Charlotte,35.367179,-80.786418,Due Amici Pizza,57,4.5,NC,True,beer_and_wine,average,casual,False,True,False,True,False,True,True,True,1.0,"[Pizza, Restaurants]",28269
BBYTFMPSVvCEQRq4sj53Gw,Charlotte,35.134023,-80.939087,Domino's Pizza,3,3.0,NC,True,none,quiet,casual,True,False,False,,False,True,True,True,1.0,"[Sandwiches, Pizza, Chicken Wings, Restaurants]",28273
52WPfS1oskr_daXkwekWZw,Charlotte,35.14425,-80.929453,Chick-fil-A,13,4.0,NC,True,none,loud,casual,False,False,False,True,False,True,True,True,1.0,"[Fast Food, Restaurants]",28273
CFHGxlIXeVFWlCptBHgOeg,Charlotte,35.11704,-80.9564,Wing King Cafe,69,4.0,NC,True,full_bar,loud,casual,False,True,False,True,True,True,True,True,2.0,"[American (Traditional), Chicken Wings, Restaurants]",28273
WSYVq5V75-pWdZq2NpMmiw,Charlotte,35.143934,-80.930838,Arby's,8,3.5,NC,True,none,average,casual,False,True,False,,False,True,True,True,1.0,"[Fast Food, Restaurants]",28273
i2gPLBDb44q2kq3DayJUBQ,Charlotte,35.128771,-80.977071,Hissho Sushi,5,2.0,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,1.0,"[Sushi Bars, Japanese, Restaurants]",28273
FdXRNSB6GDN2JQSy-0zdlw,Charlotte,35.117001,-80.961721,Jersey Mike's Subs,12,4.0,NC,True,none,quiet,casual,False,True,False,,False,True,True,True,1.0,"[Delis, Fast Food, Sandwiches, Restaurants]",28273
Uzwa_6F_b_URQ5YlOIDnXA,Charlotte,35.131085,-80.945076,Steele Creek Cafe,17,3.5,NC,True,none,quiet,casual,False,True,False,True,False,True,True,True,1.0,"[American (Traditional), Restaurants]",28273
upmamEhHTfEdop4iAjnwuw,Charlotte,35.136573,-80.90666,Wendy's,6,2.5,NC,True,none,average,casual,False,False,False,,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28273
wR_Q3jad0QuBwrzUG34m_Q,Charlotte,35.104843,-80.879766,Chick-Fil-A,3,2.5,NC,,,,,,,,,,True,,,,"[Fast Food, Restaurants]",28273
9dRZHK7Y8gWfkEyfQd8Yqw,Charlotte,35.1059089,-80.881563,Steak'n Shake,19,3.0,NC,True,none,average,casual,False,False,False,,True,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28273
abEqkPpyM5QcDxEjIJTMIA,Charlotte,35.107271,-80.880374,McDonald's,5,1.0,NC,True,none,average,casual,False,False,False,,False,True,True,False,1.0,"[Burgers, Fast Food, Restaurants]",28273
M5gpEDFICJb8cT8YpMO0lQ,Charlotte,35.117001,-80.961721,China Tea Room,9,3.5,NC,True,none,quiet,casual,True,True,False,,,True,True,True,1.0,"[Chinese, Restaurants]",28273
S7nvXlsZk1metFA6HhwlGQ,Charlotte,35.144181,-80.933407,Chili's Grill & Bar,16,3.0,NC,True,full_bar,average,casual,False,True,False,,True,True,True,True,2.0,"[American (New), Restaurants]",28273
bAQGmZxPLmlc4sRgzx-Haw,Charlotte,35.1389319585,-80.934047699,Pan China Cafe,8,3.0,NC,True,none,average,casual,True,True,False,,True,True,True,True,1.0,"[Chinese, Restaurants]",28273
HsGry4czz08jD7EJ5e4Jog,Charlotte,35.1124546,-80.9189329,Jack In the Box,4,2.5,NC,True,,,casual,False,False,False,,,True,True,True,1.0,"[Fast Food, Restaurants]",28273
9dcGErA0_ImWRJ0l6uMOJw,Charlotte,35.134899,-80.940349,Royal Panda,6,3.0,NC,True,beer_and_wine,average,casual,True,False,,True,True,True,True,True,1.0,"[Chinese, Restaurants]",28273
hogySNyo5UohpTNc-Tw8-w,Charlotte,35.143459,-80.930412,O'Charley's,25,2.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[Breakfast & Brunch, American (Traditional), Restaurants]",28273
FduYEQY_jeBgfIT2wAVSiw,Charlotte,35.143937,-80.929931,McDonald's,3,2.5,NC,True,none,loud,casual,False,True,False,,False,True,True,True,1.0,"[Burgers, Fast Food, Restaurants]",28273
LvuoCzsUGiQUk_ENWCoutQ,Charlotte,35.143764,-80.93149,International House of Pancakes,16,3.0,NC,True,none,average,casual,False,False,False,True,True,True,True,True,1.0,"[Breakfast & Brunch, Restaurants]",28273
jsXcQiRua7OuCApuJuaAsQ,Charlotte,35.11312,-80.922262,Waffle House,5,4.0,NC,True,none,quiet,casual,False,False,False,True,True,True,True,True,1.0,"[Fast Food, American (Traditional), Restaurants]",28273
TfNCWOnzCF47jM7RyPGNhA,Charlotte,35.13005,-80.937648,John's Family Restaurant,10,3.0,NC,True,none,quiet,casual,False,False,False,True,True,True,True,True,1.0,"[American (Traditional), Restaurants]",28273
nE0y2QYBRs8gIEFUxD2jfw,Charlotte,35.1090332,-80.8820216,Golden Corral,12,2.5,NC,True,none,loud,casual,False,False,False,True,True,True,True,True,1.0,"[Buffets, Restaurants]",28273
BiWJOv2xVWPO3rwtv7u0Cg,Charlotte,35.095238,-80.779082,Qdoba Mexican Grill,6,3.5,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Fast Food, Mexican, Sandwiches, Restaurants]",28277
oAcmLvOzafWHM4Gl9GFEAA,Charlotte,35.052923,-80.814983,Lotus Cafe Chinese Cuisine,14,3.5,NC,True,none,average,casual,True,True,False,True,False,True,True,False,1.0,"[Chinese, Restaurants]",28277
WZza4L8YDhDgVMx7DEBfeA,Charlotte,35.061055,-80.817366,Jersey Mike's Subs,16,3.5,NC,True,none,,casual,False,False,False,,False,True,True,True,1.0,"[Delis, Fast Food, Sandwiches, Restaurants]",28277
r03Hj3-XHNpSrv8ZpOn26w,Charlotte,35.05974,-80.813443,Chick-fil-A,19,4.0,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Fast Food, Chicken Wings, Restaurants]",28277
X-tswlarhZb7D7lgls5ZZw,Charlotte,35.053565979,-80.8482666016,Fox and Hound,7,3.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,False,True,1.0,"[Burgers, American (Traditional), Pizza, Restaurants]",28277
kBnLbJcG8JLlxEuPhw7kNw,Charlotte,35.1047165045,-80.7780718803,Akropolis Cafe At Arboretum,29,3.0,NC,True,beer_and_wine,average,casual,False,False,False,True,True,True,True,True,1.0,"[Greek, Mediterranean, Restaurants]",28277
kWucMFuGXLtu-PVvWqIgCQ,Charlotte,35.0536869,-80.8468989,McAlister's Deli,10,3.5,NC,True,none,average,casual,False,False,False,,False,True,True,True,1.0,"[Delis, Sandwiches, Salad, Restaurants]",28277
mFKth0ZgYFvj8srrW1Xv2g,Charlotte,35.0795168,-80.8289808,Riccio's Italian Restaurant,53,4.0,NC,True,beer_and_wine,quiet,casual,True,True,False,False,True,True,True,True,2.0,"[Italian, Pizza, Restaurants]",28277
v3ckvfQuLlwkdghtEUqizQ,Charlotte,35.098439,-80.775959,Katz New York,46,3.5,NC,True,none,average,casual,False,False,False,True,True,True,True,True,2.0,"[Delis, Restaurants]",28277
bAJfE2EWGJ3lVyEt5xshDQ,Charlotte,35.078477,-80.818372,Domino's Pizza,6,2.5,NC,True,none,,casual,True,False,False,,False,True,True,True,2.0,"[Sandwiches, Pizza, Chicken Wings, Restaurants]",28226
1HmLi5NNs0_FDYYxBgRxzw,Charlotte,35.098696,-80.77854,Taco Bell,5,3.0,NC,True,none,,dressy,False,,False,,False,True,True,True,1.0,"[Fast Food, Mexican, Tex-Mex, Restaurants]",28277
DlD95KM4cCjGGi_O_aX0tw,Charlotte,35.095301,-80.7783649,Cherry Blossom Chinese Restaurant,24,2.5,NC,True,none,average,casual,True,True,False,True,False,True,True,False,2.0,"[Food, Ethnic Food, Specialty Food, Chinese, Restaurants]",28277
GYb6yFYJjDBNYcHM7vX5vg,Charlotte,35.0975802584,-80.779209137,"Cajun Yard Dog, Arboretum",108,4.0,NC,True,beer_and_wine,average,casual,False,True,False,True,True,True,True,True,2.0,"[Cajun/Creole, American (New), Restaurants]",28277
PGEcewIyTpHY4AgJGcW94Q,Charlotte,35.0620547,-80.815844,Firebirds Wood Fired Grill,119,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Steakhouses, Seafood, American (Traditional), Restaurants]",28277
F6dSpfz4w-BoYARFnNcFkw,Charlotte,35.0960065,-80.7801381,Mickey & Mooch,51,3.5,NC,True,full_bar,average,casual,False,True,True,True,True,True,False,True,3.0,"[Steakhouses, Seafood, American (New), Restaurants]",28277
CSkeUZmxBzW-qeeTVLEjmg,Charlotte,35.097368,-80.778875,McAlister's Deli,6,3.5,NC,True,,,casual,True,,False,,,True,True,True,1.0,"[Delis, Sandwiches, Salad, Restaurants]",28227
IEDORY_45gi-_X3M_k4lLQ,Charlotte,35.064282,-80.771114,Romano's Macaroni Grill,40,2.5,NC,True,full_bar,average,casual,False,True,True,False,True,True,True,True,2.0,"[Restaurants, Italian]",28277
S_R1pls6874mHYKcsxWtEA,Charlotte,35.1167705591,-80.8577035572,Wolfman Pizza,10,4.5,NC,True,full_bar,average,casual,True,False,False,True,True,True,True,True,2.0,"[Bars, Vegetarian, Nightlife, Restaurants, Sports Bars, Pizza]",28210
8fdAV6RBQMmLadkOzGcU-A,Charlotte,35.0665821,-80.7705736,Showmar's,17,4.0,NC,True,none,loud,casual,False,True,False,True,False,True,True,True,1.0,"[American (Traditional), Restaurants]",28277
Gz9jnM72ouoKcfGtwzrR6g,Charlotte,35.05304,-80.770697,The Wok,13,3.0,NC,True,none,,casual,False,True,False,True,False,True,True,True,1.0,"[Chinese, Restaurants]",28277
3EDCh1Wssaak6D7OXx1bqA,Charlotte,35.247776,-80.804143,Boudreaux's Louisiana Kitchen,128,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Cajun/Creole, Breakfast & Brunch, Restaurants]",28205
oQOo1rebP4bieLEEoVHbQg,Charlotte,35.0950429,-80.864143,Tin Tin,116,3.0,NC,True,beer_and_wine,loud,casual,False,False,False,True,True,True,True,True,2.0,"[Asian Fusion, Buffets, Restaurants]",28210
Rlbb5bQ1W520xjkLaD9OFQ,Charlotte,35.303872,-80.749548,Thai House at University,131,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Thai, Restaurants]",28262
6AzXPSXxztBnGwkToG3jKg,Charlotte,35.198027,-80.852998,Ru San's,235,3.5,NC,True,beer_and_wine,loud,casual,False,True,False,True,True,True,True,True,2.0,"[Sushi Bars, Japanese, Restaurants]",28203
TvLh1fGA_eN7z3-UIPFDXw,Charlotte,35.2206115,-80.8133301,Fuel Pizza Cafe,49,3.5,NC,True,beer_and_wine,average,casual,True,True,False,True,True,True,True,True,1.0,"[Pizza, Restaurants]",28205
5xk2-s_QsnHZxycl5yQ4Gg,Charlotte,35.217592,-80.794631,Dim Sum Chinese Restaurant,91,3.5,NC,True,full_bar,average,casual,False,False,False,True,True,True,True,True,2.0,"[Dim Sum, Chinese, Restaurants]",28205
MOGTTOxyzfDCj2W5RR7__Q,Charlotte,35.2372325,-80.7371183,Panda's Den,18,4.0,NC,True,full_bar,quiet,casual,False,False,False,True,True,True,True,True,1.0,"[Chinese, Restaurants]",28215
c7pNpJMmvRXBpC_8kj76nA,Charlotte,35.2366638184,-80.7745361328,Lang Van Vietnamese,154,4.0,NC,True,beer_and_wine,average,casual,False,False,True,True,True,True,True,True,2.0,"[Vietnamese, Restaurants]",28215
II8GXVQpwTLrp09zc8zNYA,Charlotte,35.165116,-80.879828,China King Super Buffet,11,2.0,NC,True,,quiet,casual,False,,False,True,True,True,True,True,1.0,"[Buffets, Chinese, Restaurants]",28217
oQnEBD0vu7XjJpofArA5aw,Charlotte,35.1546001,-80.8349133,Maggiano's Little Italy,143,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Restaurants, Italian]",28211
r9I-6Je0ZtPuPtX7M4CRVw,Charlotte,35.216586,-80.822557,The Fig Tree Restaurant,130,4.5,NC,True,full_bar,quiet,dressy,False,False,True,True,True,True,False,True,3.0,"[Italian, American (New), French, Restaurants]",28204
QNTxVarc6-c93ICqHEC_-g,Charlotte,35.3116221,-80.7451172,Panera Bread,29,4.0,NC,True,none,average,casual,False,False,False,True,True,True,True,True,1.0,"[Soup, Sandwiches, Salad, Restaurants]",28262
Qis-foTefAEG4Ut7UIEWKA,Charlotte,35.2202149,-80.8131882,Mama's Caribbean Grill,25,3.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,1.0,"[Caribbean, Restaurants]",28205
_YXBQ5Z75ZVlSV1HUtXgBg,Charlotte,35.119567,-80.956856,Wang & King Asian Cafe,29,3.0,NC,True,full_bar,average,casual,True,True,False,,True,True,True,True,1.0,"[Japanese, Chinese, Restaurants]",28273
At5QunMaG3ExLZYEWHZP3Q,Charlotte,35.1732685559,-80.8497916098,Cantina 1511,271,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Mexican, Restaurants]",28209
x98vOAFB3nBZEirsHwVY3g,Charlotte,35.3023388,-80.7490384,Pho Real Vietnamese Restaurant and Bar,88,3.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[Vietnamese, Restaurants]",28262
BUEeOKuTJc4uZAp1A2dEhA,Charlotte,35.2327879046,-80.8493035843,Great Wok,24,3.0,NC,True,none,average,casual,True,True,False,True,False,True,True,True,1.0,"[Chinese, Restaurants]",28202
gRx81xfSAoT-fNYIqBYolA,Charlotte,35.203015,-80.86443,Mac's Speed Shop,554,4.0,NC,True,full_bar,loud,casual,False,True,False,True,True,True,True,True,2.0,"[Chicken Wings, Barbeque, Restaurants]",28203
L9AlMDqwlKpVDFTcSIw4hA,Charlotte,35.2093789,-80.8355422,Meskerem,83,4.0,NC,True,beer_and_wine,quiet,casual,False,True,True,True,True,True,True,True,2.0,"[Ethiopian, Restaurants]",28204
34FswFM28xpuNp3SmFVxeA,Charlotte,35.3024954,-80.7489154,Shane's Rib Shack,35,3.5,NC,True,beer_and_wine,average,casual,False,True,False,True,False,True,True,True,2.0,"[Sandwiches, Barbeque, Restaurants]",28262
Y7uV0B860k14puWuYWuLow,Charlotte,35.152844,-80.834305,McCormick & Schmick's,55,3.5,NC,True,full_bar,average,dressy,False,False,True,True,True,True,False,True,2.0,"[Seafood, Restaurants]",28209
MUPWRBidG0_EQC9ey4-xKQ,Charlotte,35.2021374,-80.7349935,Cook Out,18,3.5,NC,True,none,quiet,casual,False,False,False,True,False,True,True,True,1.0,"[Burgers, Fast Food, Sandwiches, Restaurants]",28212
1rtp8yZW8fI1Y3C8WxWthg,Charlotte,35.203175,-80.725502,Bojangles' Famous Chicken 'n Biscuits,8,3.0,NC,True,none,average,casual,False,False,False,,False,True,True,True,1.0,"[Fast Food, Restaurants]",28227
UJuNE5RPA-tbHowVEkuLpg,Charlotte,35.348724,-80.854733,Olive Garden Italian Restaurant,32,3.0,NC,True,full_bar,average,casual,False,False,True,False,True,True,True,True,2.0,"[Restaurants, Italian]",28216
JAgOcvH_sGUAX7NvD0-Uww,Charlotte,35.21582,-80.821622,Hawthorne's NY Pizza & Bar,94,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Italian, Bars, Pizza, Nightlife, Restaurants]",28204
vyc1Bm_b-0sVGpwLRFlKQw,Charlotte,35.064082,-80.7706819,On The Border Mexican Grill & Cantina,34,3.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Mexican, Tex-Mex, Restaurants]",28277
3C-tuH9X6x5PqGDRYn83uQ,Charlotte,35.0530403,-80.770838,Ilios Noche,114,4.0,NC,True,full_bar,loud,casual,False,True,True,True,True,True,True,True,2.0,"[Greek, Restaurants, Mediterranean, Italian]",28288
7A5-bIWh6z4NPUuhGthBIQ,Charlotte,35.0521115,-80.7706868,Penn Station East Coast Subs,27,4.5,NC,True,none,very_loud,casual,False,True,False,True,False,True,True,True,1.0,"[Sandwiches, Restaurants]",28277
5LVR-0X-12SE8Bu4XFRZlg,Charlotte,35.33807,-80.757397,Five Guys Burgers and Fries,11,4.5,NC,True,none,,casual,False,False,False,True,False,True,True,True,2.0,"[Burgers, Fast Food, Restaurants]",28262
awgH-AOkuEX22F9ObdVHIA,Charlotte,35.0554046,-80.851677,Pei Wei Asian Diner,63,4.0,NC,True,beer_and_wine,average,casual,False,False,False,True,False,True,True,True,1.0,"[Gluten-Free, Asian Fusion, Chinese, Restaurants]",28277
k9JpdrfeJmmgV5Op44stvQ,Charlotte,35.2133478,-80.8436665,Dilworth Neighborhood Grille,73,3.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[Bars, American (Traditional), Nightlife, Restaurants, Sports Bars, Sandwiches]",28204
o6sEssczGvamVbyN0_D9Sw,Charlotte,35.210756,-80.855838,Copper,189,4.0,NC,True,full_bar,average,casual,False,False,True,True,True,True,False,True,3.0,"[Indian, Restaurants]",28203
CkZGGAx9Atvcmchkh7DLrg,Charlotte,35.200486,-80.8521792,Ed's Tavern,49,3.5,NC,True,full_bar,loud,casual,False,True,False,True,True,True,False,True,1.0,"[Bars, American (Traditional), Nightlife, Restaurants]",28203
zIsBAFwo2ksynT2BdlhNhQ,Charlotte,35.211405,-80.761207,Ben Thanh,68,4.0,NC,True,beer_and_wine,average,casual,False,False,False,True,True,True,True,True,2.0,"[Vietnamese, Restaurants]",28205
33Yx4cpIPS32Bbvm2Aeo0g,Charlotte,35.336821,-80.755961,Hickory Tavern,36,3.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Bars, American (Traditional), Seafood, Burgers, Nightlife, Sports Bars, Restaurants]",28262
