reviewer_id,reviewer_average_stars,reviewer_fans,reviewer_name,reviewer_review_count,reviewer_yelper_since,reviewer_funny_votes,reviewer_useful_votes,reviewer_cool_votes,reviewer_total_votes,reviewer_num_friends,reviewer_years_elite,reviewer_currently_elite,reviewer_num_compliments
u8MIxXjWb88ZRTk7fyyEag,3.42,0.0,L,11.0,2011-06,0,0,0,0,0,0,0,6
0VDfL86c6eyEUufazOl2rw,3.38,2.0,David,117.0,2011-12,0,0,0,0,5,0,0,18
HsdxW7uaZVyLsVlD_80yHg,4.12,0.0,Steven,16.0,2012-06,0,0,0,0,0,0,0,0
yVMCPvk1VhlniIk0TZ5IJQ,4.2,0.0,Chris,5.0,2012-06,0,0,0,0,0,0,0,0
qJIuIzFbFCRRotcWmFhYiQ,3.72,0.0,Matthew,35.0,2013-03,0,0,0,0,41,0,0,16
CKMIUHShsxr5YUFuQPwKwA,3.57,0.0,Angela,7.0,2013-02,0,0,0,0,1,0,0,2
FfJrwg7dxg6Ezw8rQwIHCg,4.2,2.0,Dave,5.0,2011-12,0,0,0,0,5,0,0,0
EqrBM7MIbqciNSr0m2fDnw,3.33,0.0,Randy,6.0,2012-03,0,0,0,0,1,0,0,1
dEU2P5yg6cUCIXDATQICVA,4.4,0.0,Josue,7.0,2014-03,0,0,0,0,1,0,0,2
9v9M7C1z1I65fm858uKJqw,3.48,0.0,Travis,31.0,2012-05,0,0,0,0,1,0,0,3
fyVyRZsiRKTQTDRZuLpL7w,4.12,0.0,Michael,16.0,2012-06,0,0,0,0,3,0,0,1
suMDQT-AbrhGI-HkEQtXOg,3.88,1.0,Robert,8.0,2012-01,0,0,0,0,3,0,0,0
DaE312MzqR9XpHb8ryNdnw,3.79,12.0,Brady,270.0,2007-07,0,0,0,0,13,7,0,82
pwiNpV1jw0HqOoK1fJK86w,2.88,0.0,Zia,33.0,2008-11,0,0,0,0,0,0,0,10
Xka9DFYAEVOow2zxdmtT6A,3.71,1.0,BJ,55.0,2010-09,0,0,0,0,49,1,0,53
5evSUr4xbyfU2e_rOuv7AA,3.95,0.0,Mark,35.0,2010-11,0,0,0,0,2,0,0,9
_ZsXp_NomT-PxOiKyyKfBw,3.06,3.0,larry,70.0,2008-12,0,0,0,0,2,0,0,21
ONlOu7pJWk3_55QUYsUFuw,3.73,1.0,Becky,41.0,2012-03,0,0,0,0,5,0,0,6
VEtVKHZIEjq_YTd8ZPBu-g,4.0,0.0,Jackie,14.0,2011-08,0,0,0,0,3,0,0,1
9A6YU73I8LqfPJnsHSpbsQ,5.0,0.0,Tony,1.0,2012-04,0,0,0,0,0,0,0,0
7_owr59KZE21Kh1ExkCN2Q,3.79,3.0,Anish,118.0,2010-11,0,0,0,0,45,0,0,54
gTdGjxvBsasH4Y4b-xODrg,2.5,0.0,Isaac,2.0,2013-02,0,0,0,0,0,0,0,0
a7b7lQOPgZbyc1Zlod_D_A,4.5,0.0,Ryan,4.0,2013-04,0,0,0,0,0,0,0,2
eBGmxLOomuM7d-EFKYZTsw,3.46,2.0,Crista,26.0,2012-01,0,0,0,0,23,0,0,19
TggWqc-hEx1WzL_GIgy2JA,4.29,0.0,Kristi,7.0,2011-02,0,0,0,0,0,0,0,0
nLi6Ih28l0P6niPh7idKww,3.1,0.0,Samantha,10.0,2011-08,0,0,0,0,0,0,0,0
RbSPl5bMKm_INZKn_Y05FA,3.44,0.0,Sp,78.0,2014-08,0,0,0,0,2,0,0,1
WQSyfOtIIA2e8InL9Va1Ng,4.09,0.0,Anna,22.0,2014-02,0,0,0,0,0,0,0,0
jxMbr-hRHMaXZmDb-LwQLg,5.0,0.0,Laura,2.0,2013-09,0,0,0,0,2,0,0,0
Yg9f8V1PXytHHqNWcoz35Q,4.25,0.0,Cliff,8.0,2008-05,0,0,0,0,2,0,0,1
HIiqzOi9NMPEqNaAgK_0Rw,4.24,0.0,Chris,17.0,2006-11,0,0,0,0,1,0,0,3
8oaZaUtuVOG-0zZlvWOOgw,4.11,2.0,Nicholas,19.0,2009-05,0,0,0,0,2,0,0,8
cgCqxPhadIAlsqnD1MoWuQ,2.85,0.0,J,13.0,2010-04,0,0,0,0,0,0,0,0
TABbeHSLooT1kgYLgwYhRA,3.48,0.0,Michael,24.0,2010-11,0,0,0,0,1,0,0,0
gCMz4rXN5n0-Aj9ZVE1QYA,4.33,1.0,Aimee,7.0,2010-09,0,0,0,0,4,0,0,2
SX5b6l8Isbi7VbjK-eilIQ,3.79,10.0,Jonathan,233.0,2010-06,0,0,0,0,62,5,1,110
BssOW7dFcimCEeMHSeBjLA,3.16,2.0,Chris,54.0,2010-09,0,0,0,0,1,0,0,2
tWmSmg6rYXYtWexCkPa1EA,3.87,6.0,Erica,88.0,2009-11,0,0,0,0,3,0,0,46
AeUo3ffdNgUjlN_YOprTJg,3.5,3.0,David,252.0,2009-10,0,0,0,0,8,0,0,17
HmkA3lo9what2r1YuGwn_Q,4.53,0.0,Le,14.0,2011-09,0,0,0,0,1,0,0,1
MRvfOXyhJ51jj3luI9nLyg,5.0,0.0,Marsha,1.0,2011-10,0,0,0,0,0,0,0,0
-Cvnd5aRULCP83WNinzRxw,3.18,0.0,JAM,11.0,2009-01,0,0,0,0,0,0,0,0
LdkbAi0ZCYZo7ClGWbzQyA,2.7,0.0,Scott,64.0,2010-08,0,0,0,0,0,0,0,1
TYFoO_K9iIKGgodX5Q_LHg,5.0,0.0,Blake,4.0,2011-09,0,0,0,0,0,0,0,0
gWuPoDvU9s-ON_PYFxe1wQ,2.29,0.0,third,6.0,2011-10,0,0,0,0,0,0,0,0
8g5D_g5P3mioGhaAUqDDdw,2.74,0.0,I. M.,19.0,2012-03,0,0,0,0,1,0,0,1
zjrmeO03u1F8m44rXENVwg,4.6,0.0,Steve,23.0,2010-08,0,0,0,0,0,0,0,1
wY1z53HkcdBF9JLuLiY3Hw,4.14,0.0,Shane,10.0,2011-11,0,0,0,0,0,0,0,2
AlDJzDUW3n0JaILdkS5C4w,4.2,0.0,Tracey,30.0,2012-05,0,0,0,0,1,0,0,6
XZuMpc6E9RqZX4HXtmlr-g,3.83,3.0,Michelle,134.0,2011-05,0,0,0,0,24,3,1,32
LrgQbdg3V7uqLllQEbsKRg,3.77,7.0,Patrick,211.0,2010-12,0,0,0,0,69,4,0,93
HwjpkpqO36ex8vtE0PVxOg,3.5,0.0,Sherry,16.0,2012-02,0,0,0,0,0,0,0,0
KwRsUSKPqbHOWEP7tIdtxw,3.8,0.0,Alex,5.0,2011-09,0,0,0,0,0,0,0,1
PiuEOcoeY5uxERlSC9GLeg,5.0,0.0,Joshua,2.0,2013-06,0,0,0,0,0,0,0,1
K72u8ProFE3mDjO-DkSlRw,4.39,2.0,Hannah,59.0,2007-09,0,0,0,0,3,0,0,9
hHsy6_K67ImkNrsTdVj2hQ,4.14,0.0,Aaron,7.0,2009-11,0,0,0,0,1,0,0,0
vdNMuNRJZcvlb31DwqB5pw,2.7,0.0,Tina,10.0,2013-10,0,0,0,0,52,0,0,1
kJEFRqbBOXURrXfI99Tnvg,3.17,0.0,Paula,41.0,2012-10,0,0,0,0,4,0,0,5
0m0M_R39ESQ2AHgcyeSWEQ,5.0,0.0,Bill,1.0,2011-04,0,0,0,0,1,0,0,0
bPohWLIQ86yJUekl2W-ZNQ,2.63,1.0,Cindi,19.0,2009-04,0,0,0,0,8,0,0,1
out_f1MSAMyXKVi4sjMPdQ,4.32,0.0,Kelli,28.0,2011-09,0,0,0,0,8,0,0,3
D48BizZMrINEJUAqbUzn-g,4.5,0.0,Rob,3.0,2014-03,0,0,0,0,0,0,0,0
rIOodtkV2TPRwViMxLK_PQ,3.77,0.0,Chris,13.0,2014-03,0,0,0,0,0,0,0,1
q5cp3BZYg--kN2QXUBRRNQ,3.14,0.0,Dallas,7.0,2013-10,0,0,0,0,0,0,0,0
pTORlf0qo_WphV89DgFX_A,4.0,0.0,Luna,3.0,2011-01,0,0,0,0,0,0,0,0
N1bZJxYJx0p-cRMsN608Tg,4.2,0.0,Kristine,6.0,2014-04,0,0,0,0,0,0,0,0
B0cqsPbwrO4r5BGTUgR-IQ,3.44,0.0,Justin,9.0,2009-06,0,0,0,0,9,0,0,0
QaK2zC1jft5imSJWKg7z-Q,2.55,0.0,Simi,11.0,2013-06,0,0,0,0,0,0,0,0
SS1KrDeLOgYmlxsmAY-nHQ,4.5,0.0,Erin,3.0,2011-07,0,0,0,0,0,0,0,0
-DJ5BjmMw5crR0BhFa6cyw,4.5,0.0,Duke,2.0,2013-08,0,0,0,0,0,0,0,0
K5tBgW_9xJ8a5WhdhCidIQ,3.33,0.0,Alan,3.0,2013-03,0,0,0,0,0,0,0,0
LGQBG0fdfWiCB0jGsBt-aA,4.14,0.0,Nicole,7.0,2014-08,0,0,0,0,0,0,0,0
LAAG8JosY34bYCDy10eMRw,5.0,0.0,Kiki,3.0,2012-12,0,0,0,0,0,0,0,0
MCqChXutp70iJ1u0GRXxHw,5.0,0.0,Kimberly,6.0,2013-05,0,0,0,0,1,0,0,0
8pLVnusYAHhWE1JQHLGo2w,3.59,6.0,Amanda,99.0,2010-04,0,0,0,0,14,4,0,45
FHd64Sz1KEad4zslGY8lkQ,3.68,1.0,Octavio,28.0,2012-02,0,0,0,0,0,0,0,4
oeG05Nq26Y0asVsrhKSI7w,4.0,0.0,Paul,8.0,2014-09,0,0,0,0,0,0,0,0
uAc_am4OYvj6HhlOpveEcg,4.3,2.0,Neil,54.0,2007-08,0,0,0,0,2,0,0,1
72JWgT9uhOO5QqwsbyCEWA,4.03,13.0,Dan,427.0,2008-01,0,0,0,0,56,8,1,165
PhIlD6Iz1AShd5tv2F_wPQ,4.03,0.0,Mari-Beth,29.0,2010-09,0,0,0,0,0,0,0,4
C3XfmVzCMX_sLwdaMmqASg,3.5,0.0,AJ,2.0,2011-03,0,0,0,0,0,0,0,0
lvF28EWhzb0b2qHVF3_XlQ,3.69,11.0,PaulSEGAL,413.0,2008-01,0,0,0,0,32,0,0,50
p2GaXRLOlhEefDihAzMuxA,4.26,2.0,Jonathan,29.0,2011-04,0,0,0,0,16,0,0,7
cUBDzgHz9S0Eh5g4iJZwHw,3.88,0.0,MaryBeth,24.0,2010-11,0,0,0,0,3,0,0,10
FDRPoPXv5atYU48PYpT3jA,3.71,4.0,Josh,174.0,2009-05,0,0,0,0,15,3,0,135
rszYNOIwAp6zg7CugbOsvw,2.39,0.0,Beth,19.0,2011-05,0,0,0,0,0,0,0,0
tNxrmaERbaEQpSnboMuGcw,4.18,4.0,Mimi,40.0,2011-09,0,0,0,0,31,0,0,136
LMLvq8jnQ4UsN_G8rLNx_A,2.89,0.0,Joshua,37.0,2010-10,0,0,0,0,1,0,0,3
eQu8qYYN_OcNFXiuHCLbTg,3.89,5.0,Joy,185.0,2007-02,0,0,0,0,7,0,0,8
HhEJcp1zOC11ZVzXHzzVQw,3.33,0.0,Damien,3.0,2012-03,0,0,0,0,0,0,0,0
XDurvddfdJCUTE8EYNexgA,3.32,1.0,Palak,59.0,2012-02,0,0,0,0,2,0,0,5
T4GT_bOkGQKinuGGfCuWPQ,3.2,0.0,Mike,20.0,2013-03,0,0,0,0,0,0,0,1
G9-oywFa8C2R0F_fZLLX5Q,4.0,0.0,Wayne,5.0,2013-05,0,0,0,0,0,0,0,0
Fnysjthw-MG1OyA6KEVP_w,3.64,1.0,Gary,34.0,2011-02,0,0,0,0,0,0,0,1
dlwI0b45ia67-Yp4oMG8Pw,3.98,1.0,Ashley,90.0,2010-09,0,0,0,0,19,3,1,22
IUATSzz-kFcT38DoqhSs8w,3.69,9.0,Don,452.0,2007-07,0,0,0,0,74,6,0,154
knNUOTx3EdmAhV5KTXCn5g,3.82,3.0,Allison,90.0,2010-04,0,0,0,0,4,4,1,8
V4VW69mBsRzfa3mLmyBqLQ,3.6,18.0,Mot,664.0,2010-02,0,0,0,0,97,0,0,448
vo1iHrsmJ3QqSo0EPWVVoA,3.7,4.0,Barry,146.0,2010-12,0,0,0,0,7,2,1,5
zBO2tCkbwEyfvYXHpGjrkg,3.61,7.0,Anna,133.0,2012-09,0,0,0,0,25,2,1,108
9SPmrHtyxp1VWpQpKF4TqA,3.5,0.0,Karen,25.0,2014-06,0,0,0,0,1,0,0,0
m27rK1i6q5FsvqIthu-YZw,3.32,0.0,Lynn,23.0,2014-05,0,0,0,0,0,0,0,1
eJ4j5LqkdpyQKXO00Mw4Tw,3.38,0.0,Curtis,32.0,2010-04,0,0,0,0,1,0,0,6
4sLQIEExOvXLutqBq-HRBg,4.0,0.0,Jimmy,5.0,2014-08,0,0,0,0,0,0,0,0
eaBQzgOHbsVP7HhuVkzV2A,3.17,2.0,Tiffany,137.0,2011-05,0,0,0,0,2,2,1,6
o9MeiTBapMSHsHDBL_hSFg,3.8,0.0,Jamie,28.0,2007-11,0,0,0,0,4,0,0,5
J6QpALjzaKS2FKGAwVwMVg,3.79,0.0,Sarah,156.0,2006-03,0,0,0,0,7,0,0,14
KctmPAIXAK1WHlhRGnzTbA,2.79,0.0,Hugh,24.0,2009-09,0,0,0,0,1,0,0,4
a10qEGPjpBKuWgCKLHn0xA,3.53,0.0,Gladys,48.0,2011-01,0,0,0,0,1,0,0,0
4GX9hQbsHFNf0Hk_9CT7nw,3.52,1.0,Andrew,42.0,2011-03,0,0,0,0,7,0,0,8
NbUqbQLqJLgTrl__Lp_mrQ,4.17,0.0,David,6.0,2011-06,0,0,0,0,0,0,0,0
6xaw3UycZrcAJLGYGT5xbw,3.79,2.0,Himanshu,95.0,2009-11,0,0,0,0,9,4,1,45
iQQSSMjPfnVdySlFKDRyng,3.13,0.0,Debra,14.0,2010-12,0,0,0,0,0,0,0,2
SQ2OEGpGUEghOytBl2OanQ,3.89,1.0,Brittney,10.0,2012-03,0,0,0,0,23,0,0,2
UwYlBkV-PFhHKBJv54REYA,3.5,0.0,Pranav,6.0,2012-04,0,0,0,0,0,0,0,1
dEG7Io8ZZBog5RRIBXtJEg,4.14,0.0,Michele,14.0,2011-09,0,0,0,0,1,0,0,0
mzINyQaOTAvXqk3MAqa5wA,4.0,0.0,John,3.0,2011-12,0,0,0,0,0,0,0,0
Hu5qRwW7sLOokTrDcq-ABw,4.11,0.0,Jim,37.0,2012-03,0,0,0,0,0,0,0,0
O-g9pxeuR-BnkRkFjx3erA,3.73,0.0,J. G.,30.0,2012-07,0,0,0,0,0,0,0,5
g-ZZVsYUhtPuCVANM8jrZw,3.44,0.0,Phillip,8.0,2012-07,0,0,0,0,0,0,0,1
jHr48iWL47hmEzatoKPK0Q,2.14,0.0,Daniel,8.0,2012-12,0,0,0,0,0,0,0,0
pSx33ZUEwKlV_D5qNb1Whg,3.97,0.0,Morgan,32.0,2013-03,0,0,0,0,0,0,0,1
tuXlzzOzvc9VcxYWPFuFBA,4.11,0.0,M,9.0,2012-12,0,0,0,0,0,0,0,1
Y36cSs52WzPFNc_yjwinMg,3.77,0.0,John,55.0,2011-05,0,0,0,0,0,0,0,3
Vn6amB0qx5wWzdz4tFKf_Q,3.06,1.0,Nikki,191.0,2011-06,0,0,0,0,2,0,0,2
tY7VoK0iuJwaSIpV5ABQww,2.44,0.0,Benjy,9.0,2012-08,0,0,0,0,0,0,0,0
yQfTefBpNd32pWO8kpuaqQ,3.18,0.0,Christina,12.0,2012-06,0,0,0,0,0,0,0,0
UjxkLOybFwfON7zkDDWpIw,3.21,1.0,Jen,19.0,2013-04,0,0,0,0,1,0,0,0
_1PmRIeiFmevDYJtHz4bkw,4.18,2.0,Nicole,38.0,2010-10,0,0,0,0,84,0,0,35
xVmOXwrP3sz99J_JqK87Gw,2.74,1.0,steve,17.0,2010-11,0,0,0,0,0,0,0,0
YdbcRmc6XZrZktUyOXlP8Q,4.67,0.0,Philip,3.0,2013-10,0,0,0,0,0,0,0,0
teOZNu9u92X8cHMqWjLCww,3.67,0.0,Carla,3.0,2014-06,0,0,0,0,0,0,0,0
BGN19fb4KQUxzUW8Qf8R3g,5.0,0.0,Seth,2.0,2014-07,0,0,0,0,0,0,0,0
kTVDUoNRX5SKqzU3xm1eVg,1.0,0.0,T,1.0,2014-07,0,0,0,0,0,0,0,0
CSDXl0_dr515ijl-5pskww,3.58,0.0,Kelly,46.0,2010-03,0,0,0,0,0,0,0,5
XfkCa6Ma32-KZOpMSvQ0mw,3.81,59.0,Lauren,351.0,2010-01,0,0,0,0,90,6,1,675
pLRbo6eJnxapqL9ynd78dQ,3.96,0.0,Christina,23.0,2010-07,0,0,0,0,1,0,0,1
U11O6jl9bJnruwiEZGfCfA,3.56,0.0,Daniel,21.0,2011-02,0,0,0,0,0,0,0,4
VE3LpaYfl5hq3wjVbTE5vg,3.75,0.0,Arlene,4.0,2009-09,0,0,0,0,0,0,0,0
IrXGWOATs8m86LDy1Jp3gw,3.76,2.0,Gianna,97.0,2008-09,0,0,0,0,3,0,0,29
5wzYyeop4a0UAkObcfM_xg,4.0,0.0,Jeff,29.0,2009-11,0,0,0,0,0,0,0,0
H3IQ0nX2IqDG9-zDJCFYtg,3.8,0.0,Christina,6.0,2012-03,0,0,0,0,1,0,0,1
zvT0EHoB_aDE4MnoZly0ew,3.34,0.0,Kyle,28.0,2010-07,0,0,0,0,0,0,0,2
xPf7Xgy7QmLcHba_RuQ4yQ,4.0,0.0,Catherine,4.0,2012-06,0,0,0,0,0,0,0,0
gRq0_WTCU7dw0vjeiH3Z4Q,3.72,0.0,Andonus,36.0,2010-01,0,0,0,0,3,1,0,13
Gr7OZLBWiibZ3rVDc2-rsA,3.65,0.0,Pierre,35.0,2011-02,0,0,0,0,0,0,0,3
K8Vp9fKiFwVaQyCrPZZc7g,3.0,0.0,Caitlin,29.0,2012-04,0,0,0,0,0,0,0,0
Kv86JsbXYlJhaAlQYw5ALg,3.64,5.0,Anders,32.0,2012-12,0,0,0,0,0,0,0,3
unLHd-jHnSKNvDp16SQr-A,3.55,0.0,Jordan,11.0,2011-08,0,0,0,0,0,0,0,0
QL_DaZdbh4ksjzcLrlZM0w,4.0,0.0,Kate,6.0,2013-07,0,0,0,0,3,0,0,0
8K2nHbFKZz1-NK8PpZGceg,3.38,0.0,P,17.0,2011-11,0,0,0,0,0,0,0,0
g4jV-jelObKwDxhWCzlvFg,4.25,0.0,Jill,9.0,2010-11,0,0,0,0,1,0,0,1
2vsOyxDhn5TYRsRNSR23pA,3.81,0.0,Tony,36.0,2012-12,0,0,0,0,0,0,0,0
2bRLF2DW1q7Ct9XKsmRThg,3.24,0.0,J,80.0,2012-03,0,0,0,0,6,0,0,1
Qa2arVXyiHhxRM6HqUfEVw,3.67,7.0,Emily,204.0,2008-09,0,0,0,0,8,0,0,46
7SNwnQxq2rP1LEo9UYh4OA,2.71,9.0,David,30.0,2013-10,0,0,0,0,627,0,0,159
g5fl3cn0SZFX9s7_AN8Afg,3.35,0.0,S,25.0,2011-08,0,0,0,0,1,0,0,3
kkpldcztYOjxEDWgjQGkKA,3.18,0.0,John,53.0,2011-10,0,0,0,0,0,0,0,5
iUGiDUBi4bmkphmYleSj0w,3.83,0.0,Robert,12.0,2013-06,0,0,0,0,0,0,0,0
SVldZWeRFkdekLhVBlu-fg,3.8,2.0,Jordan,20.0,2014-02,0,0,0,0,2,0,0,4
8bwVOeK3Zylt6PnKf-KNnw,4.78,2.0,Todd,113.0,2011-05,0,0,0,0,6,0,0,14
8ePTrXu_FdOxmP8wwP-qMw,3.94,1.0,Michael,61.0,2006-10,0,0,0,0,0,0,0,4
x64wENtrpxU9IZ_-pk4AIA,3.69,7.0,Eric,360.0,2008-02,0,0,0,0,60,6,1,345
YwFkHPG1tRWdwX3ZxUzVxw,3.54,1.0,Freda,37.0,2009-01,0,0,0,0,7,0,0,5
Bc9pj_klJp-KpOv9YKRWog,3.88,2.0,Amit,24.0,2009-02,0,0,0,0,2,0,0,1
i46Pg9pEgVSgg-XWQBmcew,3.73,1.0,G,55.0,2009-12,0,0,0,0,7,0,0,25
x8UV9z-z-x_dIlAAXRk37g,3.25,0.0,W,8.0,2010-01,0,0,0,0,1,0,0,1
C6KSyiPNi7hNv9UdXeMSJA,3.85,0.0,Bridget,60.0,2009-12,0,0,0,0,4,2,1,8
0wOnGqlR1wAC9eH9cRvILw,4.71,1.0,Beth,7.0,2009-09,0,0,0,0,1,0,0,0
w3a42YNVXqwChDkgy6ViCQ,4.21,0.0,Peter,22.0,2011-04,0,0,0,0,1,0,0,4
J2kZTpMl_0cmmk-20u9EJw,4.22,0.0,Bill,9.0,2011-12,0,0,0,0,0,0,0,1
KaVnvEyEfc2YoP1T1g8-7g,3.37,2.0,Dawn,63.0,2012-04,0,0,0,0,9,3,0,24
QzGEUiLmoheI5MldS_mIRw,3.24,0.0,Don,17.0,2011-02,0,0,0,0,2,0,0,5
KK7k1Kdc2cojBMUqyfNUGg,3.52,0.0,Jennifer,29.0,2011-09,0,0,0,0,3,0,0,10
7jgZqiAeLa-AbqfgW_fn0A,4.83,0.0,Mackie,6.0,2012-08,0,0,0,0,0,0,0,0
57RquPXyazKhjlNot2tBhA,4.5,0.0,Stephen,8.0,2012-06,0,0,0,0,1,0,0,0
5HlmKc-ftjR-pIscqK0kCg,3.12,0.0,kat,8.0,2011-07,0,0,0,0,0,0,0,0
X7w2D9uYpMWImbyLsTEF7Q,3.63,1.0,Tommy,20.0,2011-07,0,0,0,0,2,0,0,1
72yjlf57ijsAmMnh5Z2IlA,3.63,0.0,Jay,30.0,2011-04,0,0,0,0,1,0,0,6
f-8TNej3teShz8mPFYxSXQ,2.74,0.0,Jean,20.0,2012-02,0,0,0,0,0,0,0,0
2uvXfEky3QpD-MNKgtmRZA,3.36,0.0,Hello,58.0,2009-03,0,0,0,0,0,0,0,1
2b6CiXzQq9_fxgvmaDzDAA,3.55,0.0,James,11.0,2013-01,0,0,0,0,0,0,0,1
hu0zfwwBr6LJoDsafWdL1w,3.82,6.0,Anna Marie,49.0,2011-08,0,0,0,0,39,0,0,71
QiU5jxOR3iu9ZxoJQG32wg,3.0,0.0,Roddey,6.0,2013-11,0,0,0,0,4,0,0,0
9PE8YKuoSv17TkkDp3Z1Jg,3.66,0.0,Phil,73.0,2008-03,0,0,0,0,1,1,0,14
73lnsYbkd3tOYQTGLackEQ,3.75,0.0,Nancy,12.0,2011-06,0,0,0,0,6,0,0,2
81QyAWtUTppjru9TGHzZDQ,3.64,0.0,Soujanya,14.0,2014-06,0,0,0,0,0,0,0,0
MXX1wO5JFveHgZHz8de03Q,3.67,0.0,Taylor,9.0,2014-07,0,0,0,0,0,0,0,0
9P_5UGjc3t3Bo_yJ5A7iAQ,4.21,4.0,Emily,117.0,2010-08,0,0,0,0,52,4,1,81
bSH9mL1WMDbQtLEpqcj9HQ,3.87,1.0,Von,17.0,2008-09,0,0,0,0,0,0,0,0
AbOZkgeX4GitOm83lvu0og,3.43,0.0,Saniqua,60.0,2009-04,0,0,0,0,15,2,1,4
3qDO_vihWg3PomkmBoU9eA,3.47,0.0,Matthew,16.0,2009-07,0,0,0,0,0,0,0,2
_SN7PG4Rp00DHBMu9UanoQ,3.39,2.0,Kristen,44.0,2009-04,0,0,0,0,10,0,0,17
UAOXnGDyhlaesU55Ski59w,3.24,2.0,Peggy,55.0,2009-12,0,0,0,0,11,1,0,39
e2yYtz5FYkV8wU0lutwdqA,3.0,0.0,Amy,6.0,2008-11,0,0,0,0,0,0,0,1
JMKTH5MtaqPRJ4DenjN-6w,3.54,2.0,Raul,231.0,2010-02,0,0,0,0,10,0,0,12
pdTzRcRFpnri8rtyH1FiFQ,4.17,1.0,Stephanie,24.0,2010-07,0,0,0,0,7,0,0,6
s2vpUb0tYmKuEuk5H1KaLg,3.83,0.0,Heather,6.0,2010-09,0,0,0,0,0,0,0,1
zRiz9k2brNAW-AgM_TLk6Q,3.94,29.0,William,672.0,2007-08,0,0,0,0,65,9,1,167
gXA4ENoTQJN0j9mZpRgVrQ,3.0,0.0,Jonathon,2.0,2010-12,0,0,0,0,0,0,0,1
8hQ_vBLIecSLSBAe38jctA,3.81,8.0,Chris,360.0,2010-01,0,0,0,0,7,4,1,72
2gzwL8PvKWKyddSY0feX7Q,2.62,0.0,Mel,13.0,2008-12,0,0,0,0,11,0,0,4
x0gFshv4biRbHxpS6kuc0g,3.84,27.0,Jen,580.0,2010-07,0,0,0,0,31,5,1,169
Wy59utD2NUQGvjgIe6q_2A,3.05,0.0,Robert,21.0,2012-03,0,0,0,0,0,0,0,3
1bu2odLHVQf59-KWFKr3EQ,4.14,0.0,Larry,22.0,2012-10,0,0,0,0,8,0,0,5
an9xDZye6HQYsmKMLNVD0w,4.1,0.0,Mr.,41.0,2012-08,0,0,0,0,0,0,0,7
YJqdyThjc7zzBztodFYp3Q,4.24,1.0,Carrie,34.0,2011-04,0,0,0,0,6,0,0,3
FRvVDR0Vz_ZMGxgi143Qfg,5.0,0.0,Daniel,9.0,2012-12,0,0,0,0,0,0,0,0
p5EXXTs-eVFmEzq5-NFd3Q,4.67,0.0,Laura Beth,3.0,2013-06,0,0,0,0,0,0,0,0
0ePeIsPlSfKWks-RvRaJ2A,4.12,0.0,sloan,8.0,2011-03,0,0,0,0,20,0,0,3
2v3IRF5V9JqvztuTejC8Xw,4.5,0.0,Toni,32.0,2011-11,0,0,0,0,2,0,0,0
JUxEFivjYvv0_8WovvOphQ,5.0,0.0,Rich,6.0,2010-08,0,0,0,0,3,0,0,1
PqRPuVEWCxQfR7OTXp1efw,3.89,17.0,Mark,406.0,2012-10,0,0,0,0,153,3,1,1124
98ypoUQlbjHA3GXFby0gdg,4.47,0.0,Cynthia,17.0,2012-06,0,0,0,0,1,0,0,1
hz6XYrD8wJ_QOXxbNhnhYw,4.43,0.0,Darius,7.0,2013-08,0,0,0,0,1,0,0,0
DSbLY6v9HoIblN7kDnbVaQ,4.67,0.0,Rohanny,3.0,2013-06,0,0,0,0,0,0,0,0
JLSWOJAfLnrET3ZpnVtvvA,5.0,0.0,Josh,8.0,2013-07,0,0,0,0,3,0,0,1
u0iemwyTyPhr6U32j23naA,3.67,0.0,Raul,3.0,2010-10,0,0,0,0,1,0,0,0
C1K4S_MdD_zkYNjo-WtJ_Q,4.6,0.0,Kathleen,5.0,2011-01,0,0,0,0,8,0,0,10
gKdFyR9f2LK6lkEviWzohg,3.87,4.0,Heather,99.0,2010-12,0,0,0,0,10,4,1,52
hMfa38znm5wvz1ql5Qd0dA,3.83,0.0,Phillip,7.0,2014-02,0,0,0,0,0,0,0,0
s8__YQ4ZfODcmWlpCJ1-hA,4.33,0.0,C,6.0,2011-04,0,0,0,0,0,0,0,0
dl2AsGHNu-uzmwcv6DCibw,3.2,0.0,Rowdy,38.0,2011-04,0,0,0,0,2,0,0,3
S5VYCiB58LmuEVW5QKgviw,4.2,1.0,Amie,15.0,2011-01,0,0,0,0,3,0,0,1
8gIZkUrHnvP1ArnTYeyYFA,4.15,0.0,Ali,13.0,2012-09,0,0,0,0,0,0,0,0
aezHXN4Vw6n8JYtN9zI7NQ,3.91,0.0,Janeka,43.0,2014-01,0,0,0,0,2,0,0,4
TJsGF3uUTC2nLMfYi6GtIQ,3.25,0.0,Jane,140.0,2010-12,0,0,0,0,0,0,0,16
IRyqmFKM6Nwrwff7FRaVAw,3.0,0.0,Rudy,3.0,2011-04,0,0,0,0,0,0,0,0
-WzVwYipvS24JkWJxn38lQ,3.33,1.0,Rachel,9.0,2010-11,0,0,0,0,1,0,0,3
2QrfCMcJBnTG-KgCVZ5cfg,4.55,0.0,Cindy,11.0,2011-05,0,0,0,0,8,0,0,6
om3Vh8fXoZal8_Y9kDj9gg,4.33,1.0,John,3.0,2011-12,0,0,0,0,7,0,0,0
dEG1Idq5sHeSVjIV_i-36A,3.67,5.0,Krys,62.0,2007-04,0,0,0,0,10,0,0,8
