business_id,business_city,business_full_address,business_latitude,business_longitude,business_name,business_review_count,business_stars,business_state,business_Take-out,business_Alcohol,business_NoiseLevel,business_Attire,business_Delivery,business_HasTV,business_TakesReservations,business_WheelchairAccessible,business_WaiterService,business_AcceptsCreditCards,business_GoodforKids,business_GoodForGroups,business_PriceRange,business_categories
mFKth0ZgYFvj8srrW1Xv2g,Charlotte,"9213 Baybrook Ln
Charlotte, NC 28277",35.0795168,-80.8289808,Riccio's Italian Restaurant,53,4.0,NC,True,beer_and_wine,quiet,casual,True,True,False,False,True,True,True,True,2.0,"[Italian, Pizza, Restaurants]"
v3ckvfQuLlwkdghtEUqizQ,Charlotte,"8045 Providence Rd
Arboretum
Charlotte, NC 28277",35.098439,-80.775959,Katz New York,46,3.5,NC,True,none,average,casual,False,False,False,True,True,True,True,True,2.0,"[Delis, Restaurants]"
bAJfE2EWGJ3lVyEt5xshDQ,Charlotte,"6420 Rea Rd
B1
Charlotte, NC 28226",35.078477,-80.818372,Domino's Pizza,6,2.5,NC,True,none,,casual,True,False,False,,False,True,True,True,2.0,"[Sandwiches, Pizza, Chicken Wings, Restaurants]"
1HmLi5NNs0_FDYYxBgRxzw,Charlotte,"8000 Providence Rd.
Arboretum
Charlotte, NC 28277",35.098696,-80.77854,Taco Bell,5,3.0,NC,True,none,,dressy,False,,False,,False,True,True,True,1.0,"[Fast Food, Mexican, Tex-Mex, Restaurants]"
DlD95KM4cCjGGi_O_aX0tw,Charlotte,"8206 Providence Rd
Ste 1500
Arboretum
Charlotte, NC 28277",35.095301,-80.7783649,Cherry Blossom Chinese Restaurant,24,2.5,NC,True,none,average,casual,True,True,False,True,False,True,True,False,2.0,"[Food, Ethnic Food, Specialty Food, Chinese, Restaurants]"
GYb6yFYJjDBNYcHM7vX5vg,Charlotte,"8036 Providence Rd
Ste 900
Arboretum
Charlotte, NC 28277",35.0975802584,-80.779209137,"Cajun Yard Dog, Arboretum",108,4.0,NC,True,beer_and_wine,average,casual,False,True,False,True,True,True,True,True,2.0,"[Cajun/Creole, American (New), Restaurants]"
PGEcewIyTpHY4AgJGcW94Q,Charlotte,"7716 Rea Rd
Charlotte, NC 28277",35.0620547,-80.815844,Firebirds Wood Fired Grill,119,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Steakhouses, Seafood, American (Traditional), Restaurants]"
F6dSpfz4w-BoYARFnNcFkw,Charlotte,"8128 Providence Rd
Arboretum
Charlotte, NC 28277",35.0960065,-80.7801381,Mickey & Mooch,51,3.5,NC,True,full_bar,average,casual,False,True,True,True,True,True,False,True,3.0,"[Steakhouses, Seafood, American (New), Restaurants]"
CSkeUZmxBzW-qeeTVLEjmg,Charlotte,"8046-D Providence Road
Arboretum
Charlotte, NC 28227",35.097368,-80.778875,McAlister's Deli,6,3.5,NC,True,,,casual,True,,False,,,True,True,True,1.0,"[Delis, Sandwiches, Salad, Restaurants]"
IEDORY_45gi-_X3M_k4lLQ,Charlotte,"10706 Providence Road
Charlotte, NC 28277",35.064282,-80.771114,Romano's Macaroni Grill,40,2.5,NC,True,full_bar,average,casual,False,True,True,False,True,True,True,True,2.0,"[Restaurants, Italian]"
S_R1pls6874mHYKcsxWtEA,Charlotte,"8504 Park Rd
Charlotte, NC 28210",35.1167705591,-80.8577035572,Wolfman Pizza,10,4.5,NC,True,full_bar,average,casual,True,False,False,True,True,True,True,True,2.0,"[Bars, Vegetarian, Nightlife, Restaurants, Sports Bars, Pizza]"
8fdAV6RBQMmLadkOzGcU-A,Charlotte,"10612 Providence Rd
Ste A
Arboretum
Charlotte, NC 28277",35.0665821,-80.7705736,Showmar's,17,4.0,NC,True,none,loud,casual,False,True,False,True,False,True,True,True,1.0,"[American (Traditional), Restaurants]"
Gz9jnM72ouoKcfGtwzrR6g,Charlotte,"11508 Providence Rd
Ste L
Charlotte, NC 28277",35.05304,-80.770697,The Wok,13,3.0,NC,True,none,,casual,False,True,False,True,False,True,True,True,1.0,"[Chinese, Restaurants]"
3EDCh1Wssaak6D7OXx1bqA,Charlotte,"501 E 36th St
NoDa
Charlotte, NC 28205",35.247776,-80.804143,Boudreaux's Louisiana Kitchen,128,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Cajun/Creole, Breakfast & Brunch, Restaurants]"
oQOo1rebP4bieLEEoVHbQg,Charlotte,"10215 Park Rd
Charlotte, NC 28210",35.0950429,-80.864143,Tin Tin,116,3.0,NC,True,beer_and_wine,loud,casual,False,False,False,True,True,True,True,True,2.0,"[Asian Fusion, Buffets, Restaurants]"
Rlbb5bQ1W520xjkLaD9OFQ,Charlotte,"230 E Wt Harris Blvd
University City
Charlotte, NC 28262",35.303872,-80.749548,Thai House at University,131,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Thai, Restaurants]"
6AzXPSXxztBnGwkToG3jKg,Charlotte,"2440 Park Rd
Sedgefield
Charlotte, NC 28203",35.198027,-80.852998,Ru San's,235,3.5,NC,True,beer_and_wine,loud,casual,False,True,False,True,True,True,True,True,2.0,"[Sushi Bars, Japanese, Restaurants]"
TvLh1fGA_eN7z3-UIPFDXw,Charlotte,"1501 Central Ave
Plaza Midwood
Charlotte, NC 28205",35.2206115,-80.8133301,Fuel Pizza Cafe,49,3.5,NC,True,beer_and_wine,average,casual,True,True,False,True,True,True,True,True,1.0,"[Pizza, Restaurants]"
5xk2-s_QsnHZxycl5yQ4Gg,Charlotte,"2920 Central Ave
Plaza Midwood
Charlotte, NC 28205",35.217592,-80.794631,Dim Sum Chinese Restaurant,91,3.5,NC,True,full_bar,average,casual,False,False,False,True,True,True,True,True,2.0,"[Dim Sum, Chinese, Restaurants]"
MOGTTOxyzfDCj2W5RR7__Q,Charlotte,"5724 E WT Harris Blvd
Eastland
Charlotte, NC 28215",35.2372325,-80.7371183,Panda's Den,18,4.0,NC,True,full_bar,quiet,casual,False,False,False,True,True,True,True,True,1.0,"[Chinese, Restaurants]"
c7pNpJMmvRXBpC_8kj76nA,Charlotte,"3019 Shamrock Dr
Eastland
Charlotte, NC 28215",35.2366638184,-80.7745361328,Lang Van Vietnamese,154,4.0,NC,True,beer_and_wine,average,casual,False,False,True,True,True,True,True,True,2.0,"[Vietnamese, Restaurants]"
II8GXVQpwTLrp09zc8zNYA,Charlotte,"930 Tyvola Rd
Starmount
Charlotte, NC 28217",35.165116,-80.879828,China King Super Buffet,11,2.0,NC,True,,quiet,casual,False,,False,True,True,True,True,True,1.0,"[Buffets, Chinese, Restaurants]"
oQnEBD0vu7XjJpofArA5aw,Charlotte,"4400 Sharon Rd
South Park
Charlotte, NC 28211",35.1546001,-80.8349133,Maggiano's Little Italy,143,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Restaurants, Italian]"
r9I-6Je0ZtPuPtX7M4CRVw,Charlotte,"1601 E 7th St
Elizabeth
Charlotte, NC 28204",35.216586,-80.822557,The Fig Tree Restaurant,130,4.5,NC,True,full_bar,quiet,dressy,False,False,True,True,True,True,False,True,3.0,"[Italian, American (New), French, Restaurants]"
QNTxVarc6-c93ICqHEC_-g,Charlotte,"9321 J.W. Clay Boulevard
University City
Charlotte, NC 28262",35.3116221,-80.7451172,Panera Bread,29,4.0,NC,True,none,average,casual,False,False,False,True,True,True,True,True,1.0,"[Soup, Sandwiches, Salad, Restaurants]"
Qis-foTefAEG4Ut7UIEWKA,Charlotte,"1504 Central Ave
Plaza Midwood
Charlotte, NC 28205",35.2202149,-80.8131882,Mama's Caribbean Grill,25,3.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,1.0,"[Caribbean, Restaurants]"
_YXBQ5Z75ZVlSV1HUtXgBg,Charlotte,"10720 S Tryon St
Steele Creek
Charlotte, NC 28273",35.119567,-80.956856,Wang & King Asian Cafe,29,3.0,NC,True,full_bar,average,casual,True,True,False,,True,True,True,True,1.0,"[Japanese, Chinese, Restaurants]"
At5QunMaG3ExLZYEWHZP3Q,Charlotte,"4271B Park Rd
Charlotte, NC 28209",35.1732685559,-80.8497916098,Cantina 1511,271,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Mexican, Restaurants]"
x98vOAFB3nBZEirsHwVY3g,Charlotte,"440 E McCullough Dr
Ste 206
University City
Charlotte, NC 28262",35.3023388,-80.7490384,Pho Real Vietnamese Restaurant and Bar,88,3.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[Vietnamese, Restaurants]"
BUEeOKuTJc4uZAp1A2dEhA,Charlotte,"718 W Trade St
Third Ward
Charlotte, NC 28202",35.2327879046,-80.8493035843,Great Wok,24,3.0,NC,True,none,average,casual,True,True,False,True,False,True,True,True,1.0,"[Chinese, Restaurants]"
gRx81xfSAoT-fNYIqBYolA,Charlotte,"2511 S Blvd
South End
Charlotte, NC 28203",35.203015,-80.86443,Mac's Speed Shop,554,4.0,NC,True,full_bar,loud,casual,False,True,False,True,True,True,True,True,2.0,"[Chicken Wings, Barbeque, Restaurants]"
L9AlMDqwlKpVDFTcSIw4hA,Charlotte,"601 S Kings Dr
Myers Park
Charlotte, NC 28204",35.2093789,-80.8355422,Meskerem,83,4.0,NC,True,beer_and_wine,quiet,casual,False,True,True,True,True,True,True,True,2.0,"[Ethiopian, Restaurants]"
34FswFM28xpuNp3SmFVxeA,Charlotte,"440 E McCullough Dr
University City
Charlotte, NC 28262",35.3024954,-80.7489154,Shane's Rib Shack,35,3.5,NC,True,beer_and_wine,average,casual,False,True,False,True,False,True,True,True,2.0,"[Sandwiches, Barbeque, Restaurants]"
Y7uV0B860k14puWuYWuLow,Charlotte,"4335 Barclay Downs Dr
South Park
Charlotte, NC 28209",35.152844,-80.834305,McCormick & Schmick's,55,3.5,NC,True,full_bar,average,dressy,False,False,True,True,True,True,False,True,2.0,"[Seafood, Restaurants]"
MUPWRBidG0_EQC9ey4-xKQ,Charlotte,"6438 Albemarle Rd
Eastland
Charlotte, NC 28212",35.2021374,-80.7349935,Cook Out,18,3.5,NC,True,none,quiet,casual,False,False,False,True,False,True,True,True,1.0,"[Burgers, Fast Food, Sandwiches, Restaurants]"
1rtp8yZW8fI1Y3C8WxWthg,Charlotte,"6915 Albemarle Rd.
Eastland
Charlotte, NC 28227",35.203175,-80.725502,Bojangles' Famous Chicken 'n Biscuits,8,3.0,NC,True,none,average,casual,False,False,False,,False,True,True,True,1.0,"[Fast Food, Restaurants]"
UJuNE5RPA-tbHowVEkuLpg,Charlotte,"8225 Northlake Commons Blvd
Charlotte, NC 28216",35.348724,-80.854733,Olive Garden Italian Restaurant,32,3.0,NC,True,full_bar,average,casual,False,False,True,False,True,True,True,True,2.0,"[Restaurants, Italian]"
JAgOcvH_sGUAX7NvD0-Uww,Charlotte,"1701 E 7th St
Elizabeth
Charlotte, NC 28204",35.21582,-80.821622,Hawthorne's NY Pizza & Bar,94,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Italian, Bars, Pizza, Nightlife, Restaurants]"
vyc1Bm_b-0sVGpwLRFlKQw,Charlotte,"10710 Providence Rd.
Charlotte, NC 28277",35.064082,-80.7706819,On The Border Mexican Grill & Cantina,34,3.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Mexican, Tex-Mex, Restaurants]"
3C-tuH9X6x5PqGDRYn83uQ,Charlotte,"11508 Providence Rd
Charlotte, NC 28288",35.0530403,-80.770838,Ilios Noche,114,4.0,NC,True,full_bar,loud,casual,False,True,True,True,True,True,True,True,2.0,"[Greek, Restaurants, Mediterranean, Italian]"
7A5-bIWh6z4NPUuhGthBIQ,Charlotte,"11532 Providence Rd
Ste R
Charlotte, NC 28277",35.0521115,-80.7706868,Penn Station East Coast Subs,27,4.5,NC,True,none,very_loud,casual,False,True,False,True,False,True,True,True,1.0,"[Sandwiches, Restaurants]"
5LVR-0X-12SE8Bu4XFRZlg,Charlotte,"2130 E Arbors Dr
Highland Creek
Charlotte, NC 28262",35.33807,-80.757397,Five Guys Burgers and Fries,11,4.5,NC,True,none,,casual,False,False,False,True,False,True,True,True,2.0,"[Burgers, Fast Food, Restaurants]"
awgH-AOkuEX22F9ObdVHIA,Charlotte,"13855 Conlan Circle
Suite J
Ballantyne
Charlotte, NC 28277",35.0554046,-80.851677,Pei Wei Asian Diner,63,4.0,NC,True,beer_and_wine,average,casual,False,False,False,True,False,True,True,True,1.0,"[Gluten-Free, Asian Fusion, Chinese, Restaurants]"
k9JpdrfeJmmgV5Op44stvQ,Charlotte,"911 E Morehead St
Dilworth
Charlotte, NC 28204",35.2133478,-80.8436665,Dilworth Neighborhood Grille,73,3.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[Bars, American (Traditional), Nightlife, Restaurants, Sports Bars, Sandwiches]"
o6sEssczGvamVbyN0_D9Sw,Charlotte,"311 East Blvd
South End
Charlotte, NC 28203",35.210756,-80.855838,Copper,189,4.0,NC,True,full_bar,average,casual,False,False,True,True,True,True,False,True,3.0,"[Indian, Restaurants]"
CkZGGAx9Atvcmchkh7DLrg,Charlotte,"2200 Park Rd
Sedgefield
Charlotte, NC 28203",35.200486,-80.8521792,Ed's Tavern,49,3.5,NC,True,full_bar,loud,casual,False,True,False,True,True,True,False,True,1.0,"[Bars, American (Traditional), Nightlife, Restaurants]"
zIsBAFwo2ksynT2BdlhNhQ,Charlotte,"4900 Central Ave
Eastland
Charlotte, NC 28205",35.211405,-80.761207,Ben Thanh,68,4.0,NC,True,beer_and_wine,average,casual,False,False,False,True,True,True,True,True,2.0,"[Vietnamese, Restaurants]"
33Yx4cpIPS32Bbvm2Aeo0g,Charlotte,"2005 E Arbors Dr
Highland Creek
Charlotte, NC 28262",35.336821,-80.755961,Hickory Tavern,36,3.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Bars, American (Traditional), Seafood, Burgers, Nightlife, Sports Bars, Restaurants]"
WHq-tdPQ9-6WAgWwbUhgHg,Charlotte,"2041 South Blvd
South End
Charlotte, NC 28203",35.208424,-80.859759,Owen's Bagel & Deli,107,4.0,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Food, Bagels, Coffee & Tea, Delis, Restaurants]"
G90_hrydwP7mZEbehciP7g,Charlotte,"3221 N Davidson St
NoDa
Charlotte, NC 28205",35.2476061,-80.8050299,Solstice Tavern,74,3.5,NC,True,full_bar,loud,casual,False,True,False,True,True,True,False,True,1.0,"[Bars, Burgers, Nightlife, Restaurants, Sports Bars, Fast Food]"
Uq9HDxWQLV3O0K6Rrlk64Q,Charlotte,"5110 Park Rd
South Park
Charlotte, NC 28209",35.1611282,-80.8493173,DragonFly,36,3.5,NC,True,full_bar,quiet,casual,False,False,True,True,True,True,True,True,2.0,"[Chinese, Restaurants]"
_LYz2vdGyXsV-8b-_T47ag,Charlotte,"4520 N Tryon St
NoDa
Charlotte, NC 28213",35.2559996507,-80.791980922,Le's Sandwiches & Cafe,148,4.5,NC,True,none,quiet,casual,False,False,False,True,False,False,True,False,1.0,"[Vietnamese, Sandwiches, Restaurants]"
Z6DfLcBqRwFv86u-ddVYDQ,Charlotte,"1716 Kenilworth Ave
Dilworth
Charlotte, NC 28203",35.202495,-80.844567,Zen Asian Fusion,83,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Tapas Bars, Asian Fusion, Restaurants]"
WBfJ4HBd-uCM1_0PdDfsDA,Charlotte,"5110-1E Park Rd
South Park
Charlotte, NC 28209",35.1611282,-80.8493173,1900 Mexican Grill,42,3.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[Mexican, Restaurants]"
zHzW66E12sDnMjETbehD6w,Charlotte,"6601 Morrison Blvd
South Park
Charlotte, NC 28211",35.153963,-80.827916,Rooster's Wood-Fired Kitchen,150,3.5,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Breakfast & Brunch, American (New), Southern, Restaurants]"
4Lqr7bE-ZI2uG7u02V4QJA,Charlotte,"200 E Bland St
South End
Charlotte, NC 28203",35.2162959,-80.8549333,Greek Isles,129,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Greek, Mediterranean, Restaurants]"
DfECo0OSJvXZbLKjZU9Ncg,Charlotte,"4720 Piedmont Row Dr
Ste 150
South Park
Charlotte, NC 28210",35.1520694,-80.8396464,Brio Tuscan Grille,93,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Restaurants, Italian]"
RchLlXNv3HI0XCqUM8ejxA,Charlotte,"5716-A Wyalong Dr
Eastland
Charlotte, NC 28227",35.173054,-80.708488,China Fun,4,2.5,NC,True,,quiet,casual,True,False,False,True,True,True,True,True,1.0,"[Chinese, Restaurants]"
yDG1pryyHScHpSas70D7lQ,Charlotte,"9705 Mintworth Ave
Eastland
Charlotte, NC 28227",35.1720641071,-80.7084203697,Angela's,33,3.5,NC,True,full_bar,quiet,casual,False,False,True,True,True,True,True,True,2.0,"[Restaurants, Italian]"
-WZ3MCw4wOOnEJyHXw0kAg,Charlotte,"2839 Selwyn Ave
Ste X
Myers Park
Charlotte, NC 28209",35.174061,-80.83984,Nolen Kitchen,114,3.5,NC,True,full_bar,average,casual,False,True,True,True,True,True,False,True,2.0,"[American (New), Restaurants]"
_ULYg16ncUuhWUsACetojw,Charlotte,"4520 N Tryon
Suite 17
NoDa
Charlotte, NC 28213",35.256247,-80.791094,Truc Vietnamese Cuisine,24,4.0,NC,True,beer_and_wine,average,casual,False,True,False,True,True,True,True,True,2.0,"[Vietnamese, Restaurants]"
fwE6z2Jwqh67BWB_EZ-CUA,Charlotte,"3023 Central Ave
#C
Plaza Midwood
Charlotte, NC 28205",35.2176174,-80.7929583,Thanh Huong Cafe,8,3.0,NC,True,none,average,casual,False,True,False,,False,True,False,False,1.0,"[Vietnamese, Restaurants]"
VC24HxKvTi_2ZVWiC3j1MQ,Charlotte,"1518 Montford Dr
South Park
Charlotte, NC 28209",35.1705308,-80.8502423,Angry Ale's,70,3.0,NC,True,full_bar,loud,casual,False,True,False,True,True,True,False,True,1.0,"[Bars, American (Traditional), Pubs, Nightlife, Sports Bars, Restaurants]"
47_9VH3BVhJpyFtOdiCUfQ,Charlotte,"122 W Woodlawn Rd
Charlotte, NC 28217",35.179965,-80.8827979,Tres Pesos Bar and Grill,32,2.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,1.0,"[Bars, Mexican, Nightlife, Restaurants]"
NEdZVFD-w-96pje_ajFalQ,Charlotte,"1717 N Sardis Rd
Ste 6A
Charlotte, NC 28270",35.140625,-80.737637,New Zealand Cafe,181,4.0,NC,True,beer_and_wine,average,casual,False,True,False,True,True,True,True,False,2.0,"[Sushi Bars, Asian Fusion, Restaurants]"
d_1PFWXfyimKrwvMwG3pJg,Charlotte,"116 Middleton Dr
Elizabeth
Charlotte, NC 28207",35.197518,-80.825545,Zio Casual Italian,52,4.0,NC,True,full_bar,average,casual,False,True,False,False,True,True,True,True,2.0,"[Restaurants, Pizza, Italian]"
stKD-HqTxDMylPonFyVdWA,Charlotte,"9005 J M Keynes Dr
University City
Charlotte, NC 28262",35.3106408119,-80.7496117301,Boardwalk Billys Raw Bar & Ribs,101,3.5,NC,True,full_bar,loud,casual,False,True,False,True,True,True,True,True,2.0,"[Bars, American (Traditional), Nightlife, Sports Bars, Barbeque, Restaurants]"
O4i7VuSvVXOoSjDXxnpOcQ,Charlotte,"710 W Trade St Unit 704
Third Ward
Charlotte, NC 28202",35.232204,-80.848589,Town Restaurant,3,2.5,NC,,full_bar,,,,,True,True,True,,,,,"[Steakhouses, Restaurants]"
rrHs5nIal2lpqMRV2Fk1sA,Charlotte,"Blakeney Shopping Center
9820-F Rea Rd
Ballantyne
Charlotte, NC 28277",35.03518,-80.805949,Brixx Wood Fired Pizza,34,3.5,NC,True,full_bar,average,casual,False,True,False,True,True,True,True,True,2.0,"[Pizza, Restaurants]"
z0QwZm0lEAQVWY1TitLbVA,Charlotte,"5501 Josh Birmingham Parkway
Charlotte, NC 28208",35.219378,-80.945041,Manchu Wok,12,1.5,NC,True,none,very_loud,casual,False,,False,False,False,True,True,True,2.0,"[Fast Food, Chinese, Restaurants]"
9IlsUWl2XdwCzYPgyLDkIA,Charlotte,"4009 South Blvd
Charlotte, NC 28209",35.188268,-80.8755485,Zack's Hamburgers,70,4.0,NC,True,none,average,casual,False,False,False,True,False,True,True,True,1.0,"[Burgers, Restaurants]"
Zt5l6Ka68O1Hukw4Eoa4Tw,Charlotte,"2000 South Blvd
Ste 150
South End
Charlotte, NC 28203",35.2092456,-80.8607013,Big Ben British Restaurant & Pub,93,3.5,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Bars, British, Pubs, Nightlife, Sports Bars, Restaurants]"
0K8roYiVL3c5koa5pDEBUw,Charlotte,"6401 Morrison Blvd
Ste 1B
South Park
Charlotte, NC 28211",35.156338,-80.831878,Bricktop's Restaurant,129,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Breakfast & Brunch, American (New), Restaurants]"
LOWomXdjeAzFAHLd1r37lw,Charlotte,"9609 N Tryon St
Ste K
University City
Charlotte, NC 28262",35.317215,-80.739129,Caribbean Hut,40,4.0,NC,True,beer_and_wine,average,casual,False,True,False,True,True,True,True,True,2.0,"[Caribbean, Restaurants]"
HuewLVDas2H0q0TqcnmprQ,Charlotte,"1427 E 10th St
Plaza Midwood
Charlotte, NC 28204",35.2221412,-80.8215944,Intermezzo Pizzeria and Cafe,135,4.0,NC,True,full_bar,average,casual,True,True,True,True,True,True,True,True,2.0,"[Pizza, Restaurants]"
Y1dePwQ8KOK9YOBKeaWbcQ,Charlotte,"4267 Park Rd
Charlotte, NC 28209",35.173746,-80.850041,Fuel Pizza Cafe,22,3.0,NC,True,beer_and_wine,average,casual,True,True,False,True,False,True,True,True,1.0,"[Pizza, Chicken Wings, Restaurants]"
wINwaJCtSPsE3uJKUtzgLg,Charlotte,"2418 Park Rd
Sedgefield
Charlotte, NC 28263",35.198237,-80.852895,Fiamma,122,4.0,NC,True,full_bar,average,casual,False,False,True,True,True,True,False,True,2.0,"[Restaurants, Italian]"
watqY4fLMJTqs5UgItegGg,Charlotte,"8511 Davis Lake Pkwy
Charlotte, NC 28269",35.3346189,-80.8122158,Golden Taipei,34,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Asian Fusion, Chinese, Restaurants]"
UTt11gZCgDL6F9IVyQDejQ,Charlotte,"6000 Fairview Rd
South Park
Charlotte, NC 28210",35.1505079,-80.8389741,Ruth's Chris Steak House,63,4.0,NC,False,full_bar,average,dressy,False,True,True,True,True,True,False,True,3.0,"[Steakhouses, Restaurants]"
TQU6uoswhbcI2Mj3EV505w,Charlotte,"9886 Rea Rd
Ballantyne
Charlotte, NC 28277",35.0347508,-80.805043,131 Main,118,4.0,NC,True,full_bar,average,casual,False,True,True,True,True,True,False,True,2.0,"[American (New), Restaurants]"
PJkRmyyViSF5ixIlw-E2KA,Charlotte,"230 S Tryon St
Ste 2
Uptown
Charlotte, NC 28202",35.226107,-80.845448,K.O. Sushi,62,3.5,NC,True,none,quiet,casual,True,True,False,True,False,True,False,False,1.0,"[Sushi Bars, Japanese, Restaurants]"
cprZbtylUX1f07OkEqlNDQ,Charlotte,"Charlotte Douglas International Airport
5501 Josh Birmingham Pkwy
Charlotte, NC 28208",35.234167,-80.904454,Stock Car Cafe,40,2.5,NC,True,full_bar,very_loud,casual,False,True,False,,True,True,True,True,2.0,"[Breakfast & Brunch, Restaurants]"
tMjTbuopXTGRlFefEkJriQ,Charlotte,"8140 Providence Rd
Arboretum
Charlotte, NC 28277",35.096698,-80.77871,Le Peep,62,3.5,NC,True,none,average,casual,False,False,False,True,True,True,True,True,1.0,"[Breakfast & Brunch, American (Traditional), Restaurants]"
avmPDHiZlkXqoX6Wk0qbBQ,Charlotte,"1620 E 4th St
Elizabeth
Charlotte, NC 28204",35.2123823,-80.8275676,88 China Bistro,46,3.5,NC,True,beer_and_wine,average,casual,True,True,True,True,True,True,True,True,2.0,"[Chinese, Restaurants]"
EFTjNyDBuA10JPAIm2-BCg,Charlotte,"The Ballantyne
10000 Ballantyne Commons Pkwy
Ballantyne
Charlotte, NC 28277",35.0555160783,-80.8473014952,Gallery Restaurant,34,4.0,NC,False,full_bar,quiet,dressy,False,False,True,True,True,True,False,True,2.0,"[Steakhouses, Seafood, American (New), Restaurants]"
1x6MlFYhRSzbGZ_E7kICvQ,Charlotte,"5348 Ballantyne Commons Pkwy
Ste 200
Charlotte, NC 28263",35.0635910034,-80.7764663696,Arooji's Wine Bar,18,2.5,NC,True,,average,dressy,False,True,True,True,True,True,False,True,2.0,"[Restaurants, Italian]"
Em_hb1jgu0bJTU0Ly0awfg,Charlotte,"1412-C East Blvd
Dilworth
Charlotte, NC 28263",35.200675,-80.843582,Thai Thai Takeout,49,4.0,NC,True,none,quiet,casual,False,False,False,True,False,True,False,False,2.0,"[Thai, Restaurants]"
f44BsrI_KRP7uAIOoj98uw,Charlotte,"101 N Tryon St
Fourth Ward
Charlotte, NC 28246",35.227737,-80.8425996,Tin Tin Box & Noodles,59,4.0,NC,True,none,loud,casual,True,False,False,True,False,True,True,False,1.0,"[Food, Ethnic Food, Restaurants, Japanese, Specialty Food]"
i-9V6aWp4pzMYVUFnK1o4A,Charlotte,"225 E Woodlawn Rd
Charlotte, NC 28217",35.1786362,-80.881197,Carolina Prime Steakhouse,29,3.0,NC,True,full_bar,average,casual,True,True,True,True,True,True,True,True,2.0,"[Breakfast & Brunch, Steakhouses, Restaurants]"
BdC1PNadRbZPlipU074A7A,Charlotte,"Stonecrest Shopping Center
7930 Rea Rd
Charlotte, NC 28277",35.059113,-80.8138,Flying Biscuit Cafe,121,3.5,NC,True,beer_and_wine,average,casual,False,False,False,True,True,True,True,False,2.0,"[Breakfast & Brunch, Southern, Vegetarian, Restaurants]"
TnUgQXUHtx8LwJSfkeylGg,Charlotte,"4400 Sharon Road
Space A
South Park
Charlotte, NC 28211",35.153939,-80.8317551,The Cheesecake Factory,126,3.5,NC,True,full_bar,average,casual,False,True,True,True,True,True,True,True,2.0,"[Food, Desserts, American (Traditional), Restaurants]"
e7tSYKegyqi9fa5FXrYKbw,Charlotte,"15025 Lancaster Hwy
Ballantyne
Charlotte, NC 28277",35.0419422,-80.8623572,Farley's Pizzeria,11,3.0,NC,True,none,average,casual,True,True,False,True,False,True,True,True,1.0,"[Food, Food Delivery Services, Pizza, Restaurants]"
CEPvTz9BU_wK45zZoQNhrw,Charlotte,"5501 Airport Dr
Charlotte, NC 28208",35.2075619996,-80.9289079159,Tequileria,83,2.5,NC,True,full_bar,loud,casual,False,True,False,True,True,True,False,False,2.0,"[Mexican, Restaurants]"
lV-Kh0fLS3KgBrpzPhC2oQ,Charlotte,"9010 Harris Corners Pkwy
Charlotte, NC 28269",35.344936,-80.842227,Hickory Tavern,35,3.0,NC,True,full_bar,loud,casual,False,True,True,True,True,True,True,True,2.0,"[American (Traditional), Restaurants]"
WjVUvwDBosUunBm3uY-pyA,Charlotte,"1601 Elizabeth Ave
Elizabeth
Charlotte, NC 28204",35.213825,-80.8263489,Customshop Handcrafted Food,112,4.0,NC,True,full_bar,average,casual,False,False,True,True,True,True,False,True,3.0,"[Seafood, American (New), Restaurants]"
JYtP-k9-L2SnQTiCpGtppw,Charlotte,"5501 Josh Birmingham Pkwy
Charlotte, NC 28208",35.219378,-80.945041,Frankly Gourmet,3,3.5,NC,True,,,casual,,,,,,True,True,True,1.0,"[Hot Dogs, Restaurants]"
